title,text,date,publisher,keyword
삼성 기흥사업장 檢 송치,▲ 김용 경기도 대변인이 17일 오전 경기도청 브리핑룸에서 삼성전자 이산화탄소 누출사고 긴급조사 결과를 발표하고 있다. / slee0210@incheonilbo.com ▲ 김용 경기도 대변인이 17일 오전 경기도청...,20181018,인천일보,도청
삼성전자 미국 실리콘밸리서 삼성 테크 데이 2018, 17일 미국 실리콘밸리에서 열린 '삼성 테크 데이 2018'에서 삼성전자 미주 지역총괄 최주선 부사장이 개회사를 하고 있다. 2018.10.18  photo@yna.co.kr ▶뭐하고 놀까? '#흥...,20181018,연합뉴스,2018
속 타는 삼성전자…6兆 투자한 화성 EUV 라인에 총력전,23일 경기도 삼성전자 화성캠퍼스에서 열린 '화성 EUV 라인 기공식'에서 참석자들이 기념촬영을 하고 있다. 시험생산을 거쳐 2020년부터 본격 가동하고 시황에 따라 추가 투자가 이뤄진다. (삼성전자...,20181018,뉴스1,화성
ASML 내년 EUV 30대 양산삼성전자 7나노 도입 빨라지나,업계에서는 7나노미터 EUV 공정 양산에 나선 삼성전자가 내년에도 EUV 장비를 대량 매입할 가능성이 크다고 보고 있다. 17일 ASML의 피터 베닝크 CEO는 3분기 실적 발표를 통해 “5대의 EUV...,20181018,디지털데일리 ,euv
삼성전자 미국 실리콘밸리서 차세대 반도체 솔루션 공개,삼성전자가 17일 미국 실리콘밸리서 차세대 반도체 솔루션을 공개했다. 삼성전자가 이날 미국 실리콘밸리에 위치한 미주법인 사옥에서 ‘삼성 테크 데이 2018’을 열고 세계 최초로 ‘256GB...,20181018,경향신문,실리콘밸리
특징주 삼성전자 외인 매도공세에 4만3000원선 공방, 삼성전자가 장초반 약세다. 18일 오전 9시 17분 현재 삼성전자는 전거래일대비 300원내린 4만3800원에 거래중이다. 삼성전자는 지난 11일 처음 4만3000원선으로 하락한 뒤...,20181018,글로벌이코노믹,4만
美실리콘밸리서 열린 삼성 테크 데이 2018,17일 미국 실리콘밸리에 위치한 삼성전자 미주법인 사옥에서 열린 '삼성 테크 데이 2018'에서 미주 지역총괄 최주선 부사장이 개회사를 하고있다. 삼성전자는 이날 세계 최초로...,20181018,뉴스1,미주
상반기 30대 기업 연봉 1위 ‘에쓰오일’삼성전자는 14위,"한편 삼성전자는 평균 연봉 4300만원으로 14위를 차지했다. 성별 평균 연봉은 남성이 5052만원, 여성이 3387만원으로 남성이 1600만원 가량 더 높은 것으로 나타났다. 하반기까지 추정하면 평균연봉은 최소 2배가량...",20181018,이투데이,연봉
삼성전자 7나노 EUV 개발 끝 ‘양산’ 시작…3나노까지 질주,17일  삼성전자가 미국 실리콘밸리에서 주최한 '삼성 테크 데이 2018'에서 미주 지역총괄 최주선 부사장이 개회사를 하고 있다.  삼성전자의 파운드리 사업부가 EUV 노광...,20181018,디지털데일리 ,노광
삼성맨 꿈꾸는 취준생…하반기 삼성 GSAT에 쏠린 눈,"하반기 GSAT 전형에 해당되는 삼성 계열사는 삼성전자·삼성디스플레이·삼성전기·삼성SDI·삼성SDS 등 전자 계열 5개사와 삼성생명·삼성화재·삼성카드·삼성증권·삼성자산운용 등 금융 계열 5개사, 삼성물산...",20181018,아시아타임즈,계열
삼성바이오로직스 증선위에 행정소송 제기,"또 주주인 삼성전자와 삼성물산, 제일모직, 퀸타일스 등 4개사가 콜옵션 정보를 알고 있었으며, 삼성바이오로직스는 비상장사로 공시 누락으로 피해볼 수 있는 일반 투자자가 없었다는 주장이다. 삼성바이오로직스 측은...",20181018,ZDNet Korea,직스
유니씨앤씨 인텔 옵테인 메모리 탑재한 삼성노트북5 5 추가할인 및 5종 사은, 삼성전자 공식 파트너사 유니씨앤씨는 인텔 옵테인 메모리 탑재로 더욱 빨라진 삼성노트북5 NT550EAB-K34OA 모델을 대상으로 5% 할인쿠폰과 5종 사은품이 증정되는 런칭 기념 이벤트를...,20181018,PC사랑,550
삼성 갤럭시A92018 사전예약 받아요…허위매물 주의보,"삼성전자는 다음 달부터 전 세계에 순차적으로 출시한다는 계획이지만, 여전히 출시국가와 시기는 조율 중인 단계다. 삼성 갤럭시A9 후면 이미지. 4개의 카메라가 장착된 것이 특징이다. ⓒ 삼성전자...",20181018,프라임경제,이지만
삼성전자 200원045 내린 43950원에 거래 시작," 10월 18일 삼성전자는 전일 대비 200원 내린 43,950원에 거래를 시작했다. 라 -한국경제TV ※ 본 기사는 한국경제TV와 '거장들의 투자공식이' 자체 개발한...",20181018,한국경제TV,경제
삼성 제친 연봉킹은… 7667만원 에쓰오일,"삼성전자는 평균 연봉 4300만원으로 14위를 차지했다. 성별 평균 연봉은 남성이 5052만원, 여성이 3387만원으로 남성이 1600만원 가량 더 많은 것으로 분석됐다. 하반기까지 추정하면 평균연봉은 최소 2배가량...",20181018,한라일보,연봉
기업분석 인텔Intel CPU 생산 차질 밥스완 CEO 고백 …삼성전자· SK하이," 인텔 CPU 생산 차질, 밥스완 CEO 고백 …삼성전자· SK하이닉스 비상  인텔이 CPU 생산에 차질을 빚고 있다. 인텔의 최고재무관리자...",20181018,글로벌이코노믹,인텔
한경로보뉴스 전일 외국인 거래소에서 삼성전자126 삼성SDI287,"외국인 투자자는 17일 거래소에서 삼성전자, 삼성SDI, 롯데케미칼 등을 중점적으로 사들인 것으로 나타났다. 외국인 투자자의 순매수 상위 20개 종목은 삼성전자, 삼성SDI, 롯데케미칼, S-Oil, SK텔레콤, SK하이닉스...",20181018,한국경제,케미칼
경기도 이산화탄소 누출 사고 삼성전자 소방시설법 위반 검찰 송치,"경기도가 지난 달 4일 이산화탄소 누출 사고가 발생한 삼성전자 기흥사업장에 대해 소방시설법 위반으로 검찰 송치를 하는 한편 응급의료법 위반, 소방안전관리자의 업무 태만 등을 이유로 과태료 처분에 나섰다. 김용...",20181018,뉴스타운,위반
대장주 삼성전자 부진 길어지면…새로운 주도주는 ‘조선·정유·의류’,"내년에도 삼성전자의 주가가 부진한 흐름을 이어갈 경우 내년 이익 성장 기여도와 실적 가시성이 높은 ‘조선’, ‘정유’, ‘의류’ 업종이 새로운 주도주로 부상할 수 있다는 분석이 나왔다. 시장 중심을 잡아주는...",20181018,한국금융신문,내년
Invest삼성그룹 또 하나의 고민 삼우종합건축사무소,"지배회사인 삼성물산, 계열사인 삼성전자와 삼성디스플레이·삼성생명보험 등이 주요 고객이다. 1976년에 설립된 삼우종합건축은 서울 태평로에 위치한 옛 삼성생명 본관·리움 미술관 삼성전자 용인연수원...",20181018,인베스트조선,리움
정보통신산업진흥원장에 김창용 삼성전자 상임고문,[ 과학기술정보통신부는 정보통신산업진흥원 신임 원장에 김창용 삼성전자 상근고문을 10월 18일자로 임명한다고 밝혔다. 기업인 출신이 NIPA 원장으로 부임한 것은 이번이 처음이다. 과기정통부는 김...,20181018,아시아경제,원장
역대 최고 구글폰 올레드 패널…알고보니 삼성 제품,"구글이 지난 9일 공개한 6.3인치 플렉서블 올레드 디스플레이 탑재 스마트폰 '픽셀3 XL'을 분해한 모습. ? News1 그러나 아이픽스잇이 실제 픽셀3 XL을 분해한 결과, 삼성전자의 갤럭시S9 플러스에...",20181018,뉴스1,xl
삼성전자 기밀이라던 작업환경측정 보고서…진짜 기밀은 없었다,［메디컬투데이 ］ 삼성전자가 영업기밀이라는 이유로 공개되지 않았던 공장 내 작업환경측정 보고서 속 측정위치도는 애초에 포함이 안됐다는 주장이 나왔다. 17일 JTBC는 삼성전자의 영업기밀에 해당하는...,20181018,메디컬투데이,기밀
한솔케미칼 주가 상승 가능 삼성전자에 퀀텀닷 소재 공급 늘어,삼성전자 QLEDTV에 사용되는 퀀텀닷 소재의 수요가 내년까지 크게 늘어나면서 한솔케미칼의 실적 성장을 이끌 것으로 전망됐다. 박원환 한솔케미칼 대표이사 사장. 황유식 NH투자증권 연구원은 18일 한솔케미칼...,20181018,비즈니스포스트,한솔
미래기술25③ 삼성전자 “타사 홈가전도 연결”…SKT IoT 가축관리,"삼성전자가 선두에 섰죠. 삼성전자는 2013년 2월 미국 실리콘밸리에 11억달러 규모의 벤처펀드 조성을 통해 삼성 오픈이노베이션센터를 설립하고, 사물인터넷과 웨어러블 컴퓨팅 시대에 본격적으로...",20181018,이데일리,오픈
삼성전자 주가 부진에 변액보험도 울상,/ 사진=뉴시스 삼성그룹주 변액보험펀드 수익률이 삼성전자 액면분할과 삼성바이오로직스 분식회계 논란 이전인 4월 말에 비해 3분의 1토막 수준으로 떨어졌다. 삼성전자 주가 부진이 수익률 악화의 원인으로 꼽힌다....,20181018,머니S,수익률
투데이포커스다시 MA 가동한 이재용 삼성전자 부회장,아시아투데이  = 국정농단 게이트가 본격화된 2016년 하반기부터 최근까지 삼성전자의 인수합병 시계는 멈춰 있었다. 올 초 이재용 부회장이 복귀와 함께 초대형 메가딜이 발생할 것이라는 소문도...,20181018,아시아투데이,게이트
글로벌Biz 24삼성 갤노트9 이달말 일본 출격…애플 넘어라,삼성전자가 이달 말 갤럭시노트9을 일본에 내놓는다. 사진은 갤럭시노트 9 오션 블루. -10월 말 판매 예정  삼성전자가 이달 말 갤럭시노트9을 일본에 출시하며 애플의 아성에 도전장을...,20181018,글로벌이코노믹,일본
글로벌Biz 24삼성 멕시코 페리수르몰에 갤럭시 스튜디오 오픈…체험형 마,삼성전자가 멕시코에서 체험형 마케팅 사업에 집중하고 있다.  -멕시코시티 위치…갤럭시 시리즈·기어VR 등 다양한 제품 선보여  삼성전자가 멕시코에서 체험형 마케팅...,20181018,글로벌이코노믹,멕시코
재난망 KT삼성전자 ‘미소’…A·B사업 ‘KT’ C사업 ‘SKT’ 우선협상대상,"- KT-SKT, 삼성전자 장비 활용…KT 품질 마케팅 '호재'·LGU+, 공공망 수주 '악재' 행정안전부가 추진하는 국가재난안전통신망 입찰 경쟁에서 KT가 웃었다. 전체 3개 사업 중 2개 사업에서 KT가 우선협상대상자로...",20181018,디지털데일리,kt
경제 브리핑 삼성전자 스페인 5G 업체 ‘지랩스’ 인수,삼성전자는 17일 스페인의 통신장비 솔루션업체인 지랩스 지분 100%를 인수했다고 밝혔다. 2008년 설립된 지랩스는 전 세계 50여 개 통신사에 네트워크 성능과 데이터 트래픽 등을 서비스별로 분석해 제공하고 있다....,20181018,중앙일보,지랩스
삼성전자 차세대 네트워크 솔루션 기업 지랩스 인수,"<'지랩스' 홈페이지 캡쳐>  삼성전자가 스페인 기업 '지랩스' 인수로 5G 경쟁력을 강화한다. 삼성전자는 18일 차세대 네트워크 트래픽, 서비스 품질 분석 전문 솔루션 기업 지랩스...",20181018,인사이트코리아,지랩스
삼성바이오 유럽 공략 본격화매출 20조 휴미라 바이오시밀러 임랄디 시판,삼성바이오로직스 관계자는 “콜옵션이 누락됐다고 지적한 당시에는 삼성바이오로직스는 비상장 상태였다”며 “주주인 삼성전자와 삼성물산 등 4개 회사에는 콜옵션 정보를 알려서 문제 될 게 없다”고 말했다. 이와...,20181018,중앙일보,옵션
삼성전자 인도네시아 지진 피해 지역 지원,머니투데이 더리더 박영복 삼성전자는 지난 9월 인도네시아 술라웨시섬에서 발생한 지진 피해 복구를 위해 60만 달러를 지원한다. 지원금은 인도네시아 적십자사 등에 전달돼 피해지역의 복구와 이재민 지원을 위해...,20181018,더리더,지원
삼성 소프트웨어 인재 이어 창업 인재 키운다…500개 스타트업 육성,삼성전자가 ‘창업 인재’ 지원에 나선다. 사내 직원을 대상으로 운영하던 창업 지원 프로그램인 ‘C랩’을 일반인을 대상으로 확대 적용한다. 삼성전자는 17일 앞으로 5년간 500개의 사?내외 스타트업을...,20181018,중앙일보,창업
데일리안 오늘뉴스 종합평양행 초청장 전달 위해바티칸에 공들인 文대,"▲삼성전자, 차세대 네트워크 서비스 분석 솔루션 기업 지랩스 인수 삼성전자는 차세대 네트워크 트래픽·서비스 품질 분석 전문 솔루션 기업 지랩스를 인수했다고 17일 밝혔다. 지랩스의 솔루션은 네트워크...",20181018,데일리안,지랩스
이재명 삼성 CO2 누출사고 위험의외주화 해소길 없어 참담,"이 지사 ""삼성의 오만·'골든타임' 놓치지만 않았더라면"" ""조사결과 살펴보니 비극 막을 수 있는 기회 너무나 많았다"" [CBS이재명 경기도지사.경기도가 17일 삼성전자 이산화탄소 누출사고와 관련해...",20181018,노컷뉴스,지사
3D 프린터 활용하는 삼성전자 C랩 과제원들, 17일 서울대학교 내 삼성전자-서울대 공동연구소 C랩 라운지에서 C랩 과제원들이 3D 프린터를 활용해 테스트 제품을 만들고 있다. 2018.10.17  photo@yna.co.kr ▶뭐하고 놀까? '#흥...,20181018,연합뉴스,놀까
삼성바이오로직스 금융위에 행정소송법원서도 고의성 가린다,"삼성바이오로직스는 당시 삼성바이오로직스의 주주는 삼성전자, 삼성물산, 제일모직, 합작사인 퀸타일스 등 4사로 이미 콜옵션 정보를 알고 있었고, 삼성바이오로직스가 비상장사여서 공시 누락으로 피해를 볼 만한...",20181018,조선비즈,직스
C랩 성과 발표하는 이재일 삼성전자 상무, 17일 서울대학교 내 삼성전자-서울대 공동연구소 C랩에서 삼성전자 창의개발센터 이재일 상무가 C랩 성과와 향후 운영방안 등을 설명하고 있다. 2018.10.17  photo@yna.co.kr ▶뭐하고...,20181018,연합뉴스,서울대학교
Tech삼성 김치플러스 식품 보관의 차원을 바꾸다, 김치 냉장고 시장 변화… 4계절 사용가능한 프리미엄 냉장고 삼성전자의 2019년형 김치플러스 4도어국내 김치 냉장고 시장은 약 100만 대 규모로 김치보관을 전문으로 하는 계절성 제품에서 4계절 내내 다양한...,20181017,동아일보,김치
불법·탈세의 교본 삼성에버랜드‥국세청이 덮어,"삼성 강남사옥 <사진=>  국세청이 그간 알려진 삼성에버랜드의 불법ㆍ탈세 등에 더해, 이건희 삼성전자 회장의 차명계좌를 추가로 발견하고도 덮었다는 의혹이 제기됐다. 이에 따라...",20181018,위클리오늘,덮었다는
삼성전자 C랩 히트작은…안구마우스eyeCan·뇌예모·엔트림4D 등 눈길,삼성전자 홈페이지 캡처  삼성전자 C랩이 포털실시간 상위어로 주목받고 있다. 삼성전자에 따르면 C랩은 지난 2012년부터 크리에이티브랩의 약지다. 쉽게 말해 C랩은...,20181018,글로벌이코노믹,약지
삼성바이오 분식회계 맞다…이재용 승계 연관,"삼성바이오 문제는 이재용 삼성전자 부회장 경영권 승계의 핵심 과정인 삼성물산-제일모직 합병과 직결돼있습니다. 제일모직이 보유한 삼성바이오가 분식회계로 비싸게 평가됐다면, 이 부회장이 대주주인...",20181018,MBC,제일모직
누출 사고 삼성전자 기흥사업장 검찰 송치,  삼성전자 기흥사업장 이산화탄소 누출 사고에 대한 중간 조사 결과가 발표됐습니다. 경기도는 삼성전자가 소방시설법을 위반한 사실을 확인하고 형사 처벌을 추진하기로 했습니다. 이유경...,20181017,MBC ,유경
에이스침대 하이마트쇼핑몰서 삼성전자와 공동 기획전,"[ 에이스침대는 이달 혼수 장만을 고민하는 신혼부부를 위해 삼성전자와 하이마트쇼핑몰에서 공동 기획전을 진행한다고 17일 밝혔다. 이달 말까지 진행되는 행사는 '건강한 침실 공간', '우리 아이를 위한 침실...",20181017,아시아경제,침실
경기도 “이산화탄소 누출 삼성전자 소방시설법 위반 송치”,경기도는 이산화탄소 누출 사고로 3명의 사상자를 낸 삼성전자 기흥사업장에 대해 소방시설법 위반 혐의로 검찰에 송치하기로 했습니다. 경기도는 오늘 긴급 조사 결과 발표를 통해 삼성전자가 8월 30일부터 사고 발생...,20181017,KBS,경기도
이재용 보험계약자의 돈으로 삼성을 지배하다,여기서 눈여겨 볼 만한 지점은 삼성생명 총자산 258조 원 중 9.1%인 23조 원이 삼성전자 주식1이라는 것이다. 이는 삼성전자 전체 주식의 7.92%2에 해당하는 매우 큰 지분이다. 그리고 삼성생명은 그 옛날 삼성전자 주식이...,20181018,슬로우뉴스,주식
삼성그룹주 펀드 약세장 속 선방,"‘맏형’인 삼성전자 주가가 15일 기준 연초 이후 -13.4%로 부진했지만 삼성바이오로직스, 삼성SDI, 삼성SDS 등 ‘동생’들이 상승하면서 수익률을 방어했다. 상품별로 다르지만 삼성그룹주 펀드들은...",20181018,한국경제,다르지만
세계 첫 5G폰 타이틀 경쟁… 삼성 폴더블폰 위너 프로젝트 가동,"가트너에 따르면, 지난 2분기 기준 삼성전자가 19.3%로 1위를 차지했으며 이어 화웨이, 애플이 뒤를 잇고 있다. 특히 화웨이는 2분기 총 4984만 6000대를 판매해 지난해 대비 38.6%가 급증하며 단숨에 2위...",20181018,디지털타임스,2분
삼성 네트워크 솔루션기업 지랩스 인수…5G 경쟁력 강화,"네트워크 서비스 품질 측정·최적화 시너지 기대 삼성전자는 차세대 네트워크 트래픽, 서비스 품질 분석 전문 솔루션 기업 지랩스 지분을 100% 인수했다고 17일 밝혔다. 지랩스 로고...",20181017,연합뉴스,품질
외국인이 던진 삼성전자 사모은 개미들성적표는,"특히 외국인이 집중적으로 팔아치웠던 삼성전자, 삼성전기 등의 종목을 공격적으로 사들였다. 17일 한국거래소에 따르면 코스피시장에서 외국인 순매도가 본격화된 지난달 28일부터 전일 종가까지 개인투자자는...",20181018,디지털타임스,외국인
이슈분석뉴 삼성 대대적 변화 관측숨 고를 가능성도,"삼성은 지난해 최고 실적을 거둔 삼성전자 승진자 수가 200명을 넘는 등 인사 폭이 적지 않았다. 삼성전자 3개 사업부문장도 김기남, 김현석, 고동진 사장으로 바뀌었다. 하지만 기존 사업부문장이 물러나고, 각 부문...",20181018,전자신문 ,부문
삼성 멀티카메라스마트폰으로 이미지센서 1위 도전,  = 삼성전자가 멀티카메라장착 스마트폰 출시를 계기로 비메모리인 모바일용 이미지센서 선두 소니업체를 따라잡을 태세다. 선두 소니가 모바일용 이미지센서시장에서 31%대로 선두를 달리고...,20181018,뉴스핌,선두
삼성전자가 택한 스마트벤처캠퍼스 수혜기업," 삼성전자가 지난 7월 AI와 로봇, 블록체인 분야 아이디어와 혁신 기술을 보유한 스타트업 발굴 공모를 진행해 10월 17일 C랩 선정 15개 스타트업을 발표했다. 이 중 서큘러스와 모인 2곳은 창업진흥원이...",20181018,벤처스퀘어,스타트업
삼성전자 SK하이닉스 무역분쟁으로 D램 투자 위축돼 전화위복,삼성전자와 SK하이닉스를 포함한 세계 주요 D램업체들이 미국과 중국의 무역분쟁으로 수요가 줄어들 가능성을 고려해 반도체 시설 투자를 일제히 축소하고 있는 것으로 나타났다. 공급 과잉 우려와 달리...,20181018,비즈니스포스트,줄어들
상생 외면하다 부메랑 맞는 삼성과 현대차,삼성전자의 3분기 영업이익이 17조를 넘어 사상 최대실적을 경신했다. 반도체는 그 75%를 차지해 톡톡히 ‘효자’ 역할을 했다. 하지만 삼성전자에 장비·부품을 공급하는 협력사의 표정은 밝지 않다. 삼성전자와...,20181018,기자협회보,밝지
NIPA 신임원장에 김창용 전 삼성전자 부사장…전문기업인 출신은 처음,정보통신산업진흥원 신임원장에 김창용 전 삼성전자 DMC 연구소장이 내정됐다. 전문 기업인 출신이 원장으로 부임한 것은 이번이 처음이다. 김 원장은 18일 NIPA 원장으로 취임식을 갖고 본격 활동을...,20181018,전자신문,원장
삼성電 스페인 지랩스 인수5G 장비 강화,AI 기반 통신 품질 측정·분석 강화에 초점 삼성전자가 네트워크 서비스 분석 업체를 인수했다. 5세대 이동통신 시대 개막에 앞서 자사 네트워크 장비의 품질 경쟁력 강화에 박차를...,20181017,ZDNet Korea ,강화
경기도 삼성전자 이산화탄소 누출 사고 검찰 송치과태료 4건 부과,"  = 경기도는 지난달 4일 이산화탄소 누출 사고 사상자 3명을 낸 삼성전자 기흥사업장이 3가지 법률을 위반했다며 자체 조사 기록을 검찰에 넘기고, 과태료 4건을 부과하기로 했다고 17일...",20181017,국제뉴스,넘기고
삼성전자 C랩 스타트업 열전 “화염 속 생명 찾고 게임으로 인지재활”,삼성전자 C랩을 통해 지원받는 스타트업들의 결과물이다. 17일 삼성전자는 서울대 공동연구소 내 위치한 C간담회를 열고 사내외 지원 스타트업 과제에 대해 소개했다....,20181018,디지털데일리,스타트업
삼성전자 신생기업 연구과제 500건 지원하는 프로그램 가동,삼성전자가 국내의 신생기업을 적극 키우겠다는 목표로 500건에 이르는 신생기업의 연구과제를 지원하는 새 프로그램을 내놓았다. 삼성전자는 17일 외부 신생기업의 신규 과제 15건을 지원 대상으로 선발했다고 밝혔다....,20181018,비즈니스포스트,신생
삼성 보고서 비공개 사유 측정위치도 애초 포함 안 돼,"삼성전자 백혈병 피해자 문제, 회사측의 작업 환경 측정 보고서가 공개되지 않고 있는 부분이 지적이 됐는데요. 공장내에 유해인자를 측정한 측정위치도가 영업기밀에 해당한다는 회사측 주장이 받아들여지면서...",20181017,JTBC ,측정
이번 주말 10만명 삼성고시···3년간 4만 채용 큰장 섰다, 삼성그룹 20개 계열사들이 21일 직무적성검사를 치른다. 삼성은 지난해 초 그룹 공채를 없앴지만 GSAT는 같은 날 시행한다. 2015년 도입된 GSAT는 취업준비생들 사이에서 ‘삼성 고시’로 불린다....,20181018,중앙일보 ,gsat
마감삼성전자 지랩스 인수에 강세…한샘 어닝쇼크성폭력에 추락,"시가총액 상위주는 삼성전자, SK하이닉스, 셀트리온, 현대차, POSCO, LG화학, SK텔레콤, 삼성물산, KB금융 등 대부분 올랐다. 이날 삼성바이오로직스가...",20181018,아시아타임즈,주는
